NA,JFK,\N,true,false,\N,\N
NA,JFK,\N,true,false,\N,\N
NA,JFK,\N,true,false,\N,\N
NA,JFK,\N,true,false,\N,\N
NA,JFK,\N,true,false,\N,\N
NA,JFK,\N,true,false,\N,\N
NA,JFK,\N,true,false,\N,\N
NA,JFK,\N,true,false,\N,\N
NA,JFK,\N,true,false,\N,\N
NA,JFK,\N,true,false,\N,\N
NA,JFK,\N,true,false,\N,\N
NA,JFK,\N,true,false,\N,\N
NA,JFK,\N,true,false,\N,\N
NA,LGA,\N,true,false,\N,\N
NA,LGA,\N,true,false,\N,\N
NA,JFK,\N,true,false,\N,\N
NA,LGA,\N,true,false,\N,\N
NA,LGA,\N,true,false,\N,\N
NA,LGA,\N,true,false,\N,\N
NA,LGA,\N,true,false,\N,\N
NA,LGA,\N,true,false,\N,\N
NA,LGA,\N,true,false,\N,\N
NA,LGA,\N,true,false,\N,\N
NA,LGA,\N,true,false,\N,\N
NA,LGA,\N,true,false,\N,\N
NA,LGA,\N,true,false,\N,\N
NA,LGA,\N,true,false,\N,\N
NA,LGA,\N,true,false,\N,\N
NA,LGA,\N,true,false,\N,\N
NA,LGA,\N,true,false,\N,\N
NA,LGA,\N,true,false,\N,\N
NA,LGA,\N,true,false,\N,\N
NA,LGA,\N,true,false,\N,\N
NA,LGA,\N,true,false,\N,\N
NA,LGA,\N,true,false,\N,\N
NA,LGA,\N,true,false,\N,\N
NA,LGA,\N,true,false,\N,\N
NA,LGA,\N,true,false,\N,\N
NA,LGA,\N,true,false,\N,\N
NA,LGA,\N,true,false,\N,\N
NA,LGA,\N,true,false,\N,\N
NA,LGA,\N,true,false,\N,\N
NA,LGA,\N,true,false,\N,\N
NA,LGA,\N,true,false,\N,\N
NA,LGA,\N,true,false,\N,\N
NA,LGA,\N,true,false,\N,\N
NA,LGA,\N,true,false,\N,\N
NA,LGA,\N,true,false,\N,\N
NA,LGA,\N,true,false,\N,\N
NA,LGA,\N,true,false,\N,\N
NA,LGA,\N,true,false,\N,\N
NA,LGA,\N,true,false,\N,\N
NA,LGA,\N,true,false,\N,\N
NA,LGA,\N,true,false,\N,\N
NA,LGA,\N,true,false,\N,\N
NA,LGA,\N,true,false,\N,\N
NA,LGA,\N,true,false,\N,\N
NA,LGA,\N,true,false,\N,\N
NA,LGA,\N,true,false,\N,\N
NA,LGA,\N,true,false,\N,\N
NA,LGA,\N,true,false,\N,\N
NA,LGA,\N,true,false,\N,\N
NA,LGA,\N,true,false,\N,\N
NA,LGA,\N,true,false,\N,\N
NA,LGA,\N,true,false,\N,\N
NA,LGA,\N,true,false,\N,\N
NA,LGA,\N,true,false,\N,\N
NA,LGA,\N,true,false,\N,\N
NA,LGA,\N,true,false,\N,\N
NA,LGA,\N,true,false,\N,\N
NA,LGA,\N,true,false,\N,\N
